path,orig,res,norm_orig,norm_res,status,denorm_res,word_diff
4567,sverige är ett fredligt demokratiskt och fint land att leva i och vi får hoppas att det är det i fortsättningen också,Slutligen vill jag ge Greenpeace några tips och råd som förhoppningsvis är konstruktiva och till nytta för miljön.,sverige är ett fredligt demokratiskt och fint land att leva i och vi får hoppas att det är det i fortsättningen också,slutligen vill jag ge greenpeace några tips och råd som förhoppningsvis är konstruktiva och till nytta för miljön,hard_mismatch,Slutligen vill jag ge Greenpeace några tips och råd som förhoppningsvis är konstruktiva och till nytta för miljön.,21
4980,douglas burgman på informix,Uppköpstrenden bland nätverksjättarna håller med andra ord i sig.,douglas burgman på informix,uppköpstrenden bland nätverksjättarna håller med andra ord i sig,hard_mismatch,Uppköpstrenden bland nätverksjättarna håller med andra ord i sig.,9
4264,förbundsstyrelsen instämmer med motionären om att mandatperioderna för partistyrelsen blir alltför långa med val vart fjärde år,Med mandatperioder på två år ges möjlighet till mer frekventa förändringar i partiledningen.,förbundsstyrelsen instämmer med motionären om att mandatperioderna för partistyrelsen blir alltför långa med val vart fjärde år,med mandatperioder på två år ges möjlighet till mer frekventa förändringar i partiledningen,hard_mismatch,Med mandatperioder på två år ges möjlighet till mer frekventa förändringar i partiledningen.,16
4722,det går också att övervaka den via rmon,Rikspolisstyrelsen saknar en strategi för att bemöta ökningen.,det går också att övervaka den via rmon,rikspolisstyrelsen saknar en strategi för att bemöta ökningen,hard_mismatch,Rikspolisstyrelsen saknar en strategi för att bemöta ökningen.,8
4948,stort intresse från linuxutvecklare anges som orsak,Snarare tvärtom.,stort intresse från linuxutvecklare anges som orsak,snarare tvärtom,hard_mismatch,Snarare tvärtom.,7
4429,decennierna innan förra sekelskiftet fanns i vårt land förhållanden som gav förutsättningar för skapande och utveckling,"De allsträdde den snabbaste ekonomiska utvecklingen i världen, en position som vi lyckades vidmakthålla under hundra år.",decennierna innan förra sekelskiftet fanns i vårt land förhållanden som gav förutsättningar för skapande och utveckling,de allsträdde den snabbaste ekonomiska utvecklingen i världen en position som vi lyckades vidmakthålla under hundra år,hard_mismatch,"De allsträdde den snabbaste ekonomiska utvecklingen i världen, en position som vi lyckades vidmakthålla under hundra år.",15
5186,stora nationella spelare köps upp i rask takt,Här finns ett väldigt informationsflöde som ska hanteras.,stora nationella spelare köps upp i rask takt,här finns ett väldigt informationsflöde som ska hanteras,hard_mismatch,Här finns ett väldigt informationsflöde som ska hanteras.,8
4688,scanmail för lotus notes ska släppas,"Expedia, MSNBC, WebTV, Microsoft Network och Hotmail.",scanmail för lotus notes ska släppas,expedia msnbc webtv microsoft network och hotmail,hard_mismatch,"Expedia, MSNBC, WebTV, Microsoft Network och Hotmail.",7
1566,den elfte november nittonhundra nittiofem sattes etthundra fyrtioåttatusen trehundra tjugofem kronor in på kontot,Den 11 november 1995 sattes 148 325 kronor in på kontot.,den elfte november nittonhundra nittiofem sattes etthundra fyrtioåttatusen trehundra tjugofem kronor in på kontot,den elva november nittonhundra niohundranittiofem sattes etthundrafyrtioåtta trehundratjugofem kronor in på kontot,hard_mismatch,Den elva november nittonhundra niohundranittiofem sattes etthundrafyrtioåtta trehundratjugofem kronor in på kontot.,6
4797,story book weaver alla översatta till svenska,Riksskatteverket utbildar sina anställda med hjälp av multimedia.,story book weaver alla översatta till svenska,riksskatteverket utbildar sina anställda med hjälp av multimedia,hard_mismatch,Riksskatteverket utbildar sina anställda med hjälp av multimedia.,8
4196,men det gäller att hitta en ny balans som inte favoriserar de som har arbete på de arbetslösas bekostnad,Det brittiska ordförandeskapet planerar dessutom gå vidare med en rad lagar på arbetsmarknadsområdet.,men det gäller att hitta en ny balans som inte favoriserar de som har arbete på de arbetslösas bekostnad,det brittiska ordförandeskapet planerar dessutom gå vidare med en rad lagar på arbetsmarknadsområdet,hard_mismatch,Det brittiska ordförandeskapet planerar dessutom gå vidare med en rad lagar på arbetsmarknadsområdet.,17
5057,det blir möjligt att överklaga beslut,Mät den nuvarande kvaliteten och mängden på trafiken.,det blir möjligt att överklaga beslut,mät den nuvarande kvaliteten och mängden på trafiken,hard_mismatch,Mät den nuvarande kvaliteten och mängden på trafiken.,8
4385,hon visste det redan innan och ändå skär sig hela dagen av detta,Att hon tvingas bevittna på fastande mage hur Ditte Larsson som fått Wallraffpriset nu åtnjuter respektfyllda frågor från programledarparet i morgonintervjun.,hon visste det redan innan och ändå skär sig hela dagen av detta,att hon tvingas bevittna på fastande mage hur ditte larsson som fått wallraffpriset nu åtnjuter respektfyllda frågor från programledarparet i morgonintervjun,hard_mismatch,Att hon tvingas bevittna på fastande mage hur Ditte Larsson som fått Wallraffpriset nu åtnjuter respektfyllda frågor från programledarparet i morgonintervjun.,20
4596,vad ni nu har lyckats med är att reta upp majoriteten av dessa vilket har avspeglat sig i media den senaste tiden,Vad gäller det aktuella området så måste poängteras att det ligger som en liten ö i ett hav av reservat.,vad ni nu har lyckats med är att reta upp majoriteten av dessa vilket har avspeglat sig i media den senaste tiden,vad gäller det aktuella området så måste poängteras att det ligger som en liten ö i ett hav av reservat,hard_mismatch,Vad gäller det aktuella området så måste poängteras att det ligger som en liten ö i ett hav av reservat.,20
4760,därför bör en inventering göras så snart som möjligt,Dessutom sparar vi pengar på det.,därför bör en inventering göras så snart som möjligt,dessutom sparar vi pengar på det,hard_mismatch,Dessutom sparar vi pengar på det.,9
4347,se så sött hon sover med ett pastellblått kramdjur vid bröstet,Håret skymmer ansiktet men vi ser ändå vem det är intressant.,se så sött hon sover med ett pastellblått kramdjur vid bröstet,håret skymmer ansiktet men vi ser ändå vem det är intressant,hard_mismatch,Håret skymmer ansiktet men vi ser ändå vem det är intressant.,11
4700,förra året anställde ibm tolv av de femtio intervjuade personerna,JetDatas problem är just företagets kontroversiella affärsidé.,förra året anställde ibm tolv av de femtio intervjuade personerna,jetdatas problem är just företagets kontroversiella affärsidé,hard_mismatch,JetDatas problem är just företagets kontroversiella affärsidé.,10
5022,så jag vet inte vad som är sant,Dell börjar bygga arbetsstationer.,så jag vet inte vad som är sant,dell börjar bygga arbetsstationer,hard_mismatch,Dell börjar bygga arbetsstationer.,8
4860,flera kommuner runt om i landet är på gång med liknande service,Telias division för nättjänster,flera kommuner runt om i landet är på gång med liknande service,telias division för nättjänster,hard_mismatch,Telias division för nättjänster,12
4975,virusskydd borde vara en självklarhet men är det tyvärr inte,Kraftfull virussökning.,virusskydd borde vara en självklarhet men är det tyvärr inte,kraftfull virussökning,hard_mismatch,Kraftfull virussökning.,10
4676,knowit turnit och traction,Fortsätt uppåt för GSM i Sverige.,knowit turnit och traction,fortsätt uppåt för gsm i sverige,hard_mismatch,Fortsätt uppåt för GSM i Sverige.,6
4605,er aktion kommer nu ytterligare att kosta oss sjusiffriga belopp,Tycker ni att det är konstigt att vi är förbannade?,er aktion kommer nu ytterligare att kosta oss sjusiffriga belopp,tycker ni att det är konstigt att vi är förbannade,hard_mismatch,Tycker ni att det är konstigt att vi är förbannade?,10
4166,runt hennes huvud stod den blå elden som man måste vara utvald för att kunna se,Mamma sa det ifrån några gånger. Därför att sådär tramsade man kanske med barnen i inlandet men absolut inte bland de karga skär där hon hade växt upp.,runt hennes huvud stod den blå elden som man måste vara utvald för att kunna se,mamma sa det ifrån några gånger därför att sådär tramsade man kanske med barnen i inlandet men absolut inte bland de karga skär där hon hade växt upp,hard_mismatch,Mamma sa det ifrån några gånger. Därför att sådär tramsade man kanske med barnen i inlandet men absolut inte bland de karga skär där hon hade växt upp.,27
4173,inom kort kommer lo tco och saco med sin utvärderingsskrift,De svenska facken är inte hundraprocentigt nöjda med EUs nya grundlag.,inom kort kommer lo tco och saco med sin utvärderingsskrift,de svenska facken är inte hundraprocentigt nöjda med eus nya grundlag,hard_mismatch,De svenska facken är inte hundraprocentigt nöjda med EUs nya grundlag.,10
4392,­vad avhåller dig från att fortsätta på den maskulina banan nu då när det innebar så pass mycket fördelar,Sex svarar ditte.,vad avhåller dig från att fortsätta på den maskulina banan nu då när det innebar så pass mycket fördelar,sex svarar ditte,hard_mismatch,Sex svarar ditte.,19
4333,husdjur blir ofta en lyckad kompensation för besvikelser i kärlekslivet,Kanske skyndar vi för fort ändå.,husdjur blir ofta en lyckad kompensation för besvikelser i kärlekslivet,kanske skyndar vi för fort ändå,hard_mismatch,Kanske skyndar vi för fort ändå.,9
5048,skrivarna är dock inte batteridrivna,Företaget ska drivas vidare som en fristående enhet.,skrivarna är dock inte batteridrivna,företaget ska drivas vidare som en fristående enhet,hard_mismatch,Företaget ska drivas vidare som en fristående enhet.,8
5171,centraleuropa samt i medelhavsområdet,Vi är mycket förvånade.,centraleuropa samt i medelhavsområdet,vi är mycket förvånade,hard_mismatch,Vi är mycket förvånade.,4
4451,låt oss hjälpa människor genomskåda det,Centerpartister är annorlunda.,låt oss hjälpa människor genomskåda det,centerpartister är annorlunda,hard_mismatch,Centerpartister är annorlunda.,6
1574,den fjärde november nittonhundra åttioåtta togs niohundra sextio kronor och tjugo öre ut från kontot,Den 4 november 1988 togs 960 kronor och 20 öre ut från kontot.,den fjärde november nittonhundra åttioåtta togs niohundra sextio kronor och tjugo öre ut från kontot,den fyra november nittonhundra niohundraåttioåtta togs niohundrasextio kronor och tjugo öre ut från kontot,hard_mismatch,Den fyra november nittonhundra niohundraåttioåtta togs niohundrasextio kronor och tjugo öre ut från kontot.,4
4627,men om man börjar med att tänka sig en tiondel av den tiden går det åtminstone lite lättare,För cirka 10 000 år sedan drog sig den senaste istiden tillbaka från Sverige.,men om man börjar med att tänka sig en tiondel av den tiden går det åtminstone lite lättare,för cirka tio noll år sedan drog sig den senaste istiden tillbaka från sverige,hard_mismatch,För cirka tio noll år sedan drog sig den senaste istiden tillbaka från Sverige.,16
5029,fördelen var att vi behöll styrkan i produktutvecklingen,Ett område som Östman inte alls nämner är exempelvis marknadsföring.,fördelen var att vi behöll styrkan i produktutvecklingen,ett område som östman inte alls nämner är exempelvis marknadsföring,hard_mismatch,Ett område som Östman inte alls nämner är exempelvis marknadsföring.,10
5251,torr medelfyllig frisk komplex smak med mogna äpplen och fin rostad ton,"Litteratur, musik, band, glass. Rubbet för hela avdelningen, berättar Ingvar.",torr medelfyllig frisk komplex smak med mogna äpplen och fin rostad ton,litteratur musik band glass rubbet för hela avdelningen berättar ingvar,hard_mismatch,"Litteratur, musik, band, glass. Rubbet för hela avdelningen, berättar Ingvar.",12
4713,cobol c c++ och assembler,Exchange eller Novell Groupwise och köra en ren Netscape-miljö.,cobol c c och assembler,exchange eller novell groupwise och köra en ren netscapemiljö,hard_mismatch,Exchange eller Novell Groupwise och köra en ren Netscape-miljö.,8
5082,communicator kommer först till sommaren,Inte heller här har årets första kvartal visat någon vändning.,communicator kommer först till sommaren,inte heller här har årets första kvartal visat någon vändning,hard_mismatch,Inte heller här har årets första kvartal visat någon vändning.,10
4598,det är på intet sätt orört dimensionshuggning har förekommit och stora delar har brunnit så sent som i slutet på förra seklet,Detta finns väl dokumenterat i tidiga skogsbruksplaner.,det är på intet sätt orört dimensionshuggning har förekommit och stora delar har brunnit så sent som i slutet på förra seklet,detta finns väl dokumenterat i tidiga skogsbruksplaner,hard_mismatch,Detta finns väl dokumenterat i tidiga skogsbruksplaner.,21
5223,göteborg ligger så bra till,Detta dementeras inte av vd Ulf Törnqvist.,göteborg ligger så bra till,detta dementeras inte av vd ulf törnqvist,hard_mismatch,Detta dementeras inte av vd Ulf Törnqvist.,7
5043,siemens sony och alcatel,För många leder till trafikstockning.,siemens sony och alcatel,för många leder till trafikstockning,hard_mismatch,För många leder till trafikstockning.,5
5168,trots strul blev det en angenäm fartupplevelse,Det hela handlar om att vi ska ha de tjänster kunden efterfrågar.,trots strul blev det en angenäm fartupplevelse,det hela handlar om att vi ska ha de tjänster kunden efterfrågar,hard_mismatch,Det hela handlar om att vi ska ha de tjänster kunden efterfrågar.,12
4518,på sin höjd kan man skymta någon moderat bakom de socialdemokratiska ministrarnas rockskörtar,"Det är hög tid att inse att avfolkningen berör hela landet, norr och söder, öster och väster.",på sin höjd kan man skymta någon moderat bakom de socialdemokratiska ministrarnas rockskörtar,det är hög tid att inse att avfolkningen berör hela landet norr och söder öster och väster,hard_mismatch,"Det är hög tid att inse att avfolkningen berör hela landet, norr och söder, öster och väster.",17
4993,serien inleder vi med det isländska programmet desktop strip,Projektet är ett utbildningsprogram för världens sjömän.,serien inleder vi med det isländska programmet desktop strip,projektet är ett utbildningsprogram för världens sjömän,hard_mismatch,Projektet är ett utbildningsprogram för världens sjömän.,9
4192,alldeles för lite tid har ägnats åt frågor som direkt berör medborgarna menar premiärminister tony blair,"Tillsammans med miljö, brottsbekämpning, större öppenhet och konsumentfrågor står jobben högst på britternas dagordning.",alldeles för lite tid har ägnats åt frågor som direkt berör medborgarna menar premiärminister tony blair,tillsammans med miljö brottsbekämpning större öppenhet och konsumentfrågor står jobben högst på britternas dagordning,hard_mismatch,"Tillsammans med miljö, brottsbekämpning, större öppenhet och konsumentfrågor står jobben högst på britternas dagordning.",16
4555,här i inlandet är vi ärliga och rejäla människor de allra flesta av oss,"Vi följer våra demokratiska spelregler, lagar och förordningar och försöker vara goda samhällsmedborgare.",här i inlandet är vi ärliga och rejäla människor de allra flesta av oss,vi följer våra demokratiska spelregler lagar och förordningar och försöker vara goda samhällsmedborgare,hard_mismatch,"Vi följer våra demokratiska spelregler, lagar och förordningar och försöker vara goda samhällsmedborgare.",13
1652,du vill föra över fem miljoner trehundra nittiotusen trehundra femtioåtta kronor från ditt lönekonto till ditt personkonto,Du vill föra över 5 390 358 kronor från ditt lönekonto till ditt personkonto.,du vill föra över fem miljoner trehundra nittiotusen trehundra femtioåtta kronor från ditt lönekonto till ditt personkonto,du vill föra över fem trehundranittio trehundrafemtioåtta kronor från ditt lönekonto till ditt personkonto,hard_mismatch,Du vill föra över fem trehundranittio trehundrafemtioåtta kronor från ditt lönekonto till ditt personkonto.,5
4819,på den stationära datorn sköter man vardagsuppgifterna i outlook,Ännu viktigare än själva ledarskapet är målet med verksamheten.,på den stationära datorn sköter man vardagsuppgifterna i outlook,ännu viktigare än själva ledarskapet är målet med verksamheten,hard_mismatch,Ännu viktigare än själva ledarskapet är målet med verksamheten.,9
4765,milmore en talesman för compaq,"Men det fungerar inte längre, menar O'Connell.",milmore en talesman för compaq,men det fungerar inte längre menar oconnell,hard_mismatch,"Men det fungerar inte längre, menar O'Connell.",7
4875,västerås där företaget finns på plats sedan årsskiftet,Användare och personal måste också lära sig behärska den.,västerås där företaget finns på plats sedan årsskiftet,användare och personal måste också lära sig behärska den,hard_mismatch,Användare och personal måste också lära sig behärska den.,9
4424,sådan är historien om kalv men hur ska det bli med historien om sverige,Många ser vårt land som utdängebyggd.,sådan är historien om kalv men hur ska det bli med historien om sverige,många ser vårt land som utdängebyggd,hard_mismatch,Många ser vårt land som utdängebyggd.,14
4752,det är ju det man tjänar pengar på,samt roligare.,det är ju det man tjänar pengar på,samt roligare,hard_mismatch,samt roligare.,8
5191,då var virus något spännande,Några pengar till sitt förfogande har däremot inte kommissionen.,då var virus något spännande,några pengar till sitt förfogande har däremot inte kommissionen,hard_mismatch,Några pengar till sitt förfogande har däremot inte kommissionen.,9
5032,genom att knappa in lösenordet på webbplatsen accepteras köpet,Stefan Lindeberg,genom att knappa in lösenordet på webbplatsen accepteras köpet,stefan lindeberg,hard_mismatch,Stefan Lindeberg,9
4834,startsträckan för dem är snabbare,"Det gynnar både kunden och de själva, anser han.",startsträckan för dem är snabbare,det gynnar både kunden och de själva anser han,hard_mismatch,"Det gynnar både kunden och de själva, anser han.",9
4219,hälften av de etthundra tio anställda kommer att beröras,Av både miljö och ekonomiska skäl är detta scenario olyckligt.,hälften av de etthundra tio anställda kommer att beröras,av både miljö och ekonomiska skäl är detta scenario olyckligt,hard_mismatch,Av både miljö och ekonomiska skäl är detta scenario olyckligt.,10
1654,du vill föra över femtusen tvåhundra sextiofyra kronor och tio öre från ditt lönekonto till konto fyrtio fyrahundra trettiotre streck ett,"Du vill föra över 5264,10 öre från ditt lönekonto till konto 40 433-1.",du vill föra över femtusen tvåhundra sextiofyra kronor och tio öre från ditt lönekonto till konto fyrtio fyrahundra trettiotre streck ett,du vill föra över 5264tio öre från ditt lönekonto till konto fyrtio fyrahundratrettiotreett,hard_mismatch,"Du vill föra över 5264,tio öre från ditt lönekonto till konto fyrtio fyrahundratrettiotre-ett.",10
4825,även abb communications och proffice offererade i upphandlingen,Utgången av nästa tvekamp mellan systemen kan alltså bli intressant.,även abb communications och proffice offererade i upphandlingen,utgången av nästa tvekamp mellan systemen kan alltså bli intressant,hard_mismatch,Utgången av nästa tvekamp mellan systemen kan alltså bli intressant.,10
4985,dessutom blir kvaliteten högre säger hermansson,PageMaker som kan tillföra programmen helt nya funktioner.,dessutom blir kvaliteten högre säger hermansson,pagemaker som kan tillföra programmen helt nya funktioner,hard_mismatch,PageMaker som kan tillföra programmen helt nya funktioner.,8
1665,du vill föra över sjutusen sexhundra femtionio kronor och fem öre från ditt lönekonto till konto noll tolv streck trettiofyra,"Du vill föra över 7659,05 kr från ditt lönekonto till konto 012-34.",du vill föra över sjutusen sexhundra femtionio kronor och fem öre från ditt lönekonto till konto noll tolv streck trettiofyra,du vill föra över 7659fem kr från ditt lönekonto till konto tolvtrettiofyra,hard_mismatch,"Du vill föra över 7659,fem kr från ditt lönekonto till konto tolv-trettiofyra.",11
4711,pricers finansieringsplan spruckit,Då måste vi också arbeta med varumärket mot helt nya målgrupper.,pricers finansieringsplan spruckit,då måste vi också arbeta med varumärket mot helt nya målgrupper,hard_mismatch,Då måste vi också arbeta med varumärket mot helt nya målgrupper.,11
4689,expedia msnbc webtv microsoft network och hotmail,Detta säger Karsten Hansen på RAD Scandinavia.,expedia msnbc webtv microsoft network och hotmail,detta säger karsten hansen på rad scandinavia,hard_mismatch,Detta säger Karsten Hansen på RAD Scandinavia.,7
4823,det är minnen och processorer som är det största problemet,Show i Stockholm Inn,det är minnen och processorer som är det största problemet,show i stockholm inn,hard_mismatch,Show i Stockholm Inn,10
4506,det är centerpartiets självklara krav,"Björn Rosengren, ni vet, han var landshövding en gång.",det är centerpartiets självklara krav,björn rosengren ni vet han var landshövding en gång,hard_mismatch,"Björn Rosengren, ni vet, han var landshövding en gång.",9
4200,här handlar det bland annat om att försöka lösa knuten kring de så kallade europabolagen och deras löntagarinflytande,samt att klara ut hur avtalade tilläggspensioner ska göras flyttbara över gränserna.,här handlar det bland annat om att försöka lösa knuten kring de så kallade europabolagen och deras löntagarinflytande,samt att klara ut hur avtalade tilläggspensioner ska göras flyttbara över gränserna,hard_mismatch,samt att klara ut hur avtalade tilläggspensioner ska göras flyttbara över gränserna.,17
5262,det är ett kulturhus med utställningslokaler seminarierum biografer kaféer och en central teater- eller föreläsningssal som rymmer massa åskådare,"Svag spansk brytning, ljushy, mager, stilig, med en liten mustasch under en örnäsa.",det är ett kulturhus med utställningslokaler seminarierum biografer kaféer och en central teater eller föreläsningssal som rymmer massa åskådare,svag spansk brytning ljushy mager stilig med en liten mustasch under en örnäsa,hard_mismatch,"Svag spansk brytning, ljushy, mager, stilig, med en liten mustasch under en örnäsa.",18
4442,resurserna till vården känns inte längre säkra,Skolan är inte tillräckligt bra.,resurserna till vården känns inte längre säkra,skolan är inte tillräckligt bra,hard_mismatch,Skolan är inte tillräckligt bra.,6
4951,texas instruments storsatsar åter på datorer,Kompax kräftgång på marknaden beror delvis på leveransproblem.,texas instruments storsatsar åter på datorer,kompax kräftgång på marknaden beror delvis på leveransproblem,hard_mismatch,Kompax kräftgång på marknaden beror delvis på leveransproblem.,7
4530,torbjörn egerhag är centerpartiets yngste ks-ordförande,Småföretagen växer.,torbjörn egerhag är centerpartiets yngste ksordförande,småföretagen växer,hard_mismatch,Småföretagen växer.,6
1733,sexhundra åttioen kronor och fyrtiofem öre har förts över från ditt sparkonto till konto sextio fyrtioett streck fyrtiotre niohundra trettiosju,681 kronor och 45 öre har förts över från ditt sparkonto till konto 60 41-43 937.,sexhundra åttioen kronor och fyrtiofem öre har förts över från ditt sparkonto till konto sextio fyrtioett streck fyrtiotre niohundra trettiosju,sexhundraåttioett kronor och fyrtiofem öre har förts över från ditt sparkonto till konto sextio fyrtioettfyrtiotre niohundratrettiosju,hard_mismatch,sexhundraåttioett kronor och fyrtiofem öre har förts över från ditt sparkonto till konto sextio fyrtioett-fyrtiotre niohundratrettiosju.,7
1803,vill du överföra femhundra tjugosex kronor och sextio öre från konto sjutton sjuttiosex streck nollfyra till konto nittiotvå tolv femhundra sextiofem streck åtta,"Vill du överföra 526,60 kr från konto 17 76-04 till konto 92 12 565-08?",vill du överföra femhundra tjugosex kronor och sextio öre från konto sjutton sjuttiosex streck nollfyra till konto nittiotvå tolv femhundra sextiofem streck åtta,vill du överföra femhundratjugosexsextio kr från konto sjutton sjuttiosexfyra till konto nittiotvå tolv femhundrasextiofemåtta,hard_mismatch,"Vill du överföra femhundratjugosex,sextio kr från konto sjutton sjuttiosex-fyra till konto nittiotvå tolv femhundrasextiofem-åtta?",13
4893,överföringen mellan kamera och dator är ytterligare en akilleshäl,Microsoft i rättssalen de senaste två åren.,överföringen mellan kamera och dator är ytterligare en akilleshäl,microsoft i rättssalen de senaste två åren,hard_mismatch,Microsoft i rättssalen de senaste två åren.,9
4744,och som alltså styr utseendet på våra bilar,Alla slags rykten cirkulerar om varför det blev som det blev.,och som alltså styr utseendet på våra bilar,alla slags rykten cirkulerar om varför det blev som det blev,hard_mismatch,Alla slags rykten cirkulerar om varför det blev som det blev.,11
1815,vill du överföra sju miljoner åttahundra nittiofemtusen fyrahundra sex kronor från konto fyrtiosju sjuttiotre streck niohundra åttio till ditt lönekonto,Vill du överföra 7 895 406 kronor från konto 47 73-980 till ditt lönekonto?,vill du överföra sju miljoner åttahundra nittiofemtusen fyrahundra sex kronor från konto fyrtiosju sjuttiotre streck niohundra åttio till ditt lönekonto,vill du överföra sju åttahundranittiofem fyrahundrasex kronor från konto fyrtiosju sjuttiotreniohundraåttio till ditt lönekonto,hard_mismatch,Vill du överföra sju åttahundranittiofem fyrahundrasex kronor från konto fyrtiosju sjuttiotre-niohundraåttio till ditt lönekonto?,9
1844,tuomikoski attackerade sven-georg svanljung,Tommy Koski attackerade Sven Georg Svanjung.,tuomikoski attackerade svengeorg svanljung,tommy koski attackerade sven georg svanjung,hard_mismatch,Tommy Koski attackerade Sven Georg Svanjung.,5
1719,saldot på kontot är etthundra åttiofem kronor och nittiotre öre,"Saldot på kontot är 185,93 kronor.",saldot på kontot är etthundra åttiofem kronor och nittiotre öre,saldot på kontot är etthundraåttiofemnittiotre kronor,hard_mismatch,"Saldot på kontot är etthundraåttiofem,nittiotre kronor.",5
5118,också där går domstolarna således utanför åtalet,Teleplan säljs till Guide datakonsult och Bure.,också där går domstolarna således utanför åtalet,teleplan säljs till guide datakonsult och bure,hard_mismatch,Teleplan säljs till Guide datakonsult och Bure.,7
4480,låt först och främst människorna styra mer över sina egna liv,eller till exempel i sina skolor. De kan ju till stor del vara självstyrande.,låt först och främst människorna styra mer över sina egna liv,eller till exempel i sina skolor de kan ju till stor del vara självstyrande,hard_mismatch,eller till exempel i sina skolor. De kan ju till stor del vara självstyrande.,14
5162,vanliga javaprogram ska kunna fungera i realtidsjavamiljön,Dessa funktioner är mycket populära enligt statistiken.,vanliga javaprogram ska kunna fungera i realtidsjavamiljön,dessa funktioner är mycket populära enligt statistiken,hard_mismatch,Dessa funktioner är mycket populära enligt statistiken.,7
1809,vill du överföra sex miljoner niohundra femtiosextusen tretton kronor från konto sjuttio fyrtio sextioett streck sju till ditt lönekonto,Vill du överföra 6 956 013 kronor från konto 70 40 61-7 till ditt lönekonto?,vill du överföra sex miljoner niohundra femtiosextusen tretton kronor från konto sjuttio fyrtio sextioett streck sju till ditt lönekonto,vill du överföra sex niohundrafemtiosex tretton kronor från konto sjuttio fyrtio sextioettsju till ditt lönekonto,hard_mismatch,Vill du överföra sex niohundrafemtiosex tretton kronor från konto sjuttio fyrtio sextioett-sju till ditt lönekonto?,6
1832,åttahundra sextiosju kronor och tjugosju öre har förts över från ditt sparkonto till konto sexton nittiofyra sjuttiosex streck tio trettioåtta,867 kronor och 27 öre har förts över från ditt sparkonto till konto 16 94 76 10 38.,åttahundra sextiosju kronor och tjugosju öre har förts över från ditt sparkonto till konto sexton nittiofyra sjuttiosex streck tio trettioåtta,åttahundrasextiosju kronor och tjugosju öre har förts över från ditt sparkonto till konto sexton nittiofyra sjuttiosex tio trettioåtta,hard_mismatch,åttahundrasextiosju kronor och tjugosju öre har förts över från ditt sparkonto till konto sexton nittiofyra sjuttiosex tio trettioåtta.,3
5219,en budplikt kommer att sänka aktiekurserna säger clas bergström,Lomsdalen förvaltare på Svesia,en budplikt kommer att sänka aktiekurserna säger clas bergström,lomsdalen förvaltare på svesia,hard_mismatch,Lomsdalen förvaltare på Svesia,9
4591,den aktion som just nu genomförs mot vilhelmina allmänning visar på rena maffia-metoder och total hänsynslöshet mot dem som blockaden drabbar,Greenpeace tycks verka efter måttet att ändamålen helgar medlen.,den aktion som just nu genomförs mot vilhelmina allmänning visar på rena maffiametoder och total hänsynslöshet mot dem som blockaden drabbar,greenpeace tycks verka efter måttet att ändamålen helgar medlen,hard_mismatch,Greenpeace tycks verka efter måttet att ändamålen helgar medlen.,21
4208,upp till hundra nya texter läggs in varje månad,Bakom sidan står Dublinbaserade stiftelsen för förbättring av levnads- och arbetsvillkor.,upp till hundra nya texter läggs in varje månad,bakom sidan står dublinbaserade stiftelsen för förbättring av levnads och arbetsvillkor,hard_mismatch,Bakom sidan står Dublinbaserade stiftelsen för förbättring av levnads- och arbetsvillkor.,11
4913,men den här utvecklingen kommer att ta lång tid och ske gradvis,En annan gång tar vi ett annat grepp.,men den här utvecklingen kommer att ta lång tid och ske gradvis,en annan gång tar vi ett annat grepp,hard_mismatch,En annan gång tar vi ett annat grepp.,12
4663,vilka bilder och symboler,Det är bara drygt 50 år sedan som hakorset var en helig och positiv symbol. Idag är det en av de mest förhatliga som finns.,vilka bilder och symboler,det är bara drygt femtio år sedan som hakorset var en helig och positiv symbol idag är det en av de mest förhatliga som finns,hard_mismatch,Det är bara drygt femtio år sedan som hakorset var en helig och positiv symbol. Idag är det en av de mest förhatliga som finns.,24
4856,en av de få vinnarna var intel,Då är denna webbplats ett måste.,en av de få vinnarna var intel,då är denna webbplats ett måste,hard_mismatch,Då är denna webbplats ett måste.,7
4320,glaset har en limeklyfta i sin botten,Damen ifråga fuktar med andra ord strupen Men med klass och med måtta tycks det,glaset har en limeklyfta i sin botten,damen ifråga fuktar med andra ord strupen men med klass och med måtta tycks det,hard_mismatch,Damen ifråga fuktar med andra ord strupen Men med klass och med måtta tycks det,15
4882,uppgifter om enstaka individer finns inte med i registret,Sveriges Radio kodar ljud i burkar från accelerator.,uppgifter om enstaka individer finns inte med i registret,sveriges radio kodar ljud i burkar från accelerator,hard_mismatch,Sveriges Radio kodar ljud i burkar från accelerator.,9
5140,enligt hui blir kostnaderna lägre om valutorna byts över en natt,Den första persondator jag satt vid hette Macintosh.,enligt hui blir kostnaderna lägre om valutorna byts över en natt,den första persondator jag satt vid hette macintosh,hard_mismatch,Den första persondator jag satt vid hette Macintosh.,11
4926,usas regering kan inte förbjuda att krypteringsprogram publiceras på webben,Hon kommer närmast från Ericsson Wireless Internet.,usas regering kan inte förbjuda att krypteringsprogram publiceras på webben,hon kommer närmast från ericsson wireless internet,hard_mismatch,Hon kommer närmast från Ericsson Wireless Internet.,10
5212,den som har högre eget kapital får göra positiv räntefördelning,Dessutom förenklas kommunikationen med banken.,den som har högre eget kapital får göra positiv räntefördelning,dessutom förenklas kommunikationen med banken,hard_mismatch,Dessutom förenklas kommunikationen med banken.,10
